stem,ur_ref,sr_ref,ur,sr
eɪ,eɪvu,eɪvu,evu,evu
eɪ,eɪzu,eɪzu,ezu,ezu
eɪ,eɪʃu,eɪʃu,eʃu,eʃu
eɪ,eɪʒu,eɪʒu,eʒu,eʒu
eɪ,eɪθu,eɪθu,eθu,eθu
eɪ,eɪðu,eɪðu,eðu,eðu
eɪ,eɪhu,eɪhu,ehu,ehu
u,umeɪ,umeɪ,ume,ume
u,uneɪ,uneɪ,une,une
u,upeɪ,upeɪ,upe,upe
u,uteɪ,uteɪ,ute,ute
u,ukeɪ,ukeɪ,uke,uke
u,ubeɪ,ubeɪ,ube,ube
u,udeɪ,udeɪ,ude,ude
u,ugeɪ,ugeɪ,uge,uge
u,ufeɪ,ufeɪ,ufe,ufe
u,useɪ,useɪ,use,use
u,uveɪ,uveɪ,uve,uve
u,uzeɪ,uzeɪ,uze,uze
u,uʃeɪ,uʃeɪ,uʃe,uʃe
u,uʒeɪ,uʒeɪ,uʒe,uʒe
u,uθeɪ,uθeɪ,uθe,uθe
u,uðeɪ,uðeɪ,uðe,uðe
u,uheɪ,uheɪ,uhe,uhe
u,umoʊ,umeɪ,umo,ume
u,unoʊ,uneɪ,uno,une
u,upoʊ,upeɪ,upo,upe
u,utoʊ,uteɪ,uto,ute
u,ukoʊ,ukeɪ,uko,uke
u,uboʊ,ubeɪ,ubo,ube
u,udoʊ,udeɪ,udo,ude
u,ugoʊ,ugeɪ,ugo,uge
u,ufoʊ,ufeɪ,ufo,ufe
u,usoʊ,useɪ,uso,use
u,uvoʊ,uveɪ,uvo,uve
u,uzoʊ,uzeɪ,uzo,uze
u,uʃoʊ,uʃeɪ,uʃo,uʃe
u,uʒoʊ,uʒeɪ,uʒo,uʒe
u,uθoʊ,uθeɪ,uθo,uθe
u,uðoʊ,uðeɪ,uðo,uðe
u,uhoʊ,uheɪ,uho,uhe
oʊ,oʊmi,oʊmi,omi,omi
oʊ,oʊni,oʊni,oni,oni
oʊ,oʊpi,oʊpi,opi,opi
oʊ,oʊti,oʊti,oti,oti
oʊ,oʊki,oʊki,oki,oki
oʊ,oʊbi,oʊbi,obi,obi
oʊ,oʊdi,oʊdi,odi,odi
oʊ,oʊgi,oʊgi,ogi,ogi
oʊ,oʊfi,oʊfi,ofi,ofi
oʊ,oʊsi,oʊsi,osi,osi
oʊ,oʊvi,oʊvi,ovi,ovi
oʊ,oʊzi,oʊzi,ozi,ozi
oʊ,oʊʃi,oʊʃi,oʃi,oʃi
oʊ,oʊʒi,oʊʒi,oʒi,oʒi
oʊ,oʊθi,oʊθi,oθi,oθi
oʊ,oʊði,oʊði,oði,oði
oʊ,oʊhi,oʊhi,ohi,ohi
oʊ,oʊmu,oʊmi,omu,omi
oʊ,oʊnu,oʊni,onu,oni
oʊ,oʊpu,oʊpi,opu,opi
oʊ,oʊtu,oʊti,otu,oti
oʊ,oʊku,oʊki,oku,oki
oʊ,oʊbu,oʊbi,obu,obi
oʊ,oʊdu,oʊdi,odu,odi
oʊ,oʊgu,oʊgi,ogu,ogi
oʊ,oʊfu,oʊfi,ofu,ofi
oʊ,oʊsu,oʊsi,osu,osi
oʊ,oʊvu,oʊvi,ovu,ovi
oʊ,oʊzu,oʊzi,ozu,ozi
oʊ,oʊʃu,oʊʃi,oʃu,oʃi
oʊ,oʊʒu,oʊʒi,oʒu,oʒi
oʊ,oʊθu,oʊθi,oθu,oθi
oʊ,oʊðu,oʊði,oðu,oði
oʊ,oʊhu,oʊhi,ohu,ohi
i,imɪm,imʊm,imɪm,imʊm
i,imɪn,imʊn,imɪn,imʊn
i,imɪŋ,imʊŋ,imɪŋ,imʊŋ
i,imɪp,imʊp,imɪp,imʊp
i,imɪt,imʊt,imɪt,imʊt
i,imɪk,imʊk,imɪk,imʊk
i,imɪb,imʊb,imɪb,imʊb
i,imɪd,imʊd,imɪd,imʊd
i,imɪg,imʊg,imɪg,imʊg
i,imɪf,imʊf,imɪf,imʊf
i,imɪs,imʊs,imɪs,imʊs
i,imɪv,imʊv,imɪv,imʊv
i,imɪz,imʊz,imɪz,imʊz
i,imɪʃ,imʊʃ,imɪʃ,imʊʃ
i,imɪʒ,imʊʒ,imɪʒ,imʊʒ
i,imɪθ,imʊθ,imɪθ,imʊθ
i,imɪð,imʊð,imɪð,imʊð
i,inɪm,inʊm,inɪm,inʊm
i,inɪn,inʊn,inɪn,inʊn
i,inɪŋ,inʊŋ,inɪŋ,inʊŋ
i,inɪp,inʊp,inɪp,inʊp
i,inɪt,inʊt,inɪt,inʊt
i,inɪk,inʊk,inɪk,inʊk
i,inɪb,inʊb,inɪb,inʊb
i,inɪd,inʊd,inɪd,inʊd
i,inɪg,inʊg,inɪg,inʊg
i,inɪf,inʊf,inɪf,inʊf
i,inɪs,inʊs,inɪs,inʊs
i,inɪv,inʊv,inɪv,inʊv
i,inɪz,inʊz,inɪz,inʊz
i,inɪʃ,inʊʃ,inɪʃ,inʊʃ
i,inɪʒ,inʊʒ,inɪʒ,inʊʒ
i,inɪθ,inʊθ,inɪθ,inʊθ
i,inɪð,inʊð,inɪð,inʊð
i,ipɪm,ipʊm,ipɪm,ipʊm
i,ipɪn,ipʊn,ipɪn,ipʊn
i,ipɪŋ,ipʊŋ,ipɪŋ,ipʊŋ
i,ipɪp,ipʊp,ipɪp,ipʊp
i,ipɪt,ipʊt,ipɪt,ipʊt
i,ipɪk,ipʊk,ipɪk,ipʊk
i,ipɪb,ipʊb,ipɪb,ipʊb
i,ipɪd,ipʊd,ipɪd,ipʊd
i,ipɪg,ipʊg,ipɪg,ipʊg
i,ipɪf,ipʊf,ipɪf,ipʊf
i,ipɪs,ipʊs,ipɪs,ipʊs
i,ipɪv,ipʊv,ipɪv,ipʊv
i,ipɪz,ipʊz,ipɪz,ipʊz
i,ipɪʃ,ipʊʃ,ipɪʃ,ipʊʃ
i,ipɪʒ,ipʊʒ,ipɪʒ,ipʊʒ
i,ipɪθ,ipʊθ,ipɪθ,ipʊθ
i,ipɪð,ipʊð,ipɪð,ipʊð
i,itɪm,itʊm,itɪm,itʊm
i,itɪn,itʊn,itɪn,itʊn
i,itɪŋ,itʊŋ,itɪŋ,itʊŋ
i,itɪp,itʊp,itɪp,itʊp
i,itɪt,itʊt,itɪt,itʊt
i,itɪk,itʊk,itɪk,itʊk
i,itɪb,itʊb,itɪb,itʊb
i,itɪd,itʊd,itɪd,itʊd
i,itɪg,itʊg,itɪg,itʊg
i,itɪf,itʊf,itɪf,itʊf
i,itɪs,itʊs,itɪs,itʊs
i,itɪv,itʊv,itɪv,itʊv
i,itɪz,itʊz,itɪz,itʊz
i,itɪʃ,itʊʃ,itɪʃ,itʊʃ
i,itɪʒ,itʊʒ,itɪʒ,itʊʒ
i,itɪθ,itʊθ,itɪθ,itʊθ
i,itɪð,itʊð,itɪð,itʊð
i,ikɪm,ikʊm,ikɪm,ikʊm
i,ikɪn,ikʊn,ikɪn,ikʊn
i,ikɪŋ,ikʊŋ,ikɪŋ,ikʊŋ
i,ikɪp,ikʊp,ikɪp,ikʊp
i,ikɪt,ikʊt,ikɪt,ikʊt
i,ikɪk,ikʊk,ikɪk,ikʊk
i,ikɪb,ikʊb,ikɪb,ikʊb
i,ikɪd,ikʊd,ikɪd,ikʊd
i,ikɪg,ikʊg,ikɪg,ikʊg
i,ikɪf,ikʊf,ikɪf,ikʊf
i,ikɪs,ikʊs,ikɪs,ikʊs
i,ikɪv,ikʊv,ikɪv,ikʊv
i,ikɪz,ikʊz,ikɪz,ikʊz
i,ikɪʃ,ikʊʃ,ikɪʃ,ikʊʃ
i,ikɪʒ,ikʊʒ,ikɪʒ,ikʊʒ
i,ikɪθ,ikʊθ,ikɪθ,ikʊθ
i,ikɪð,ikʊð,ikɪð,ikʊð
i,ibɪm,ibʊm,ibɪm,ibʊm
i,ibɪn,ibʊn,ibɪn,ibʊn
i,ibɪŋ,ibʊŋ,ibɪŋ,ibʊŋ
i,ibɪp,ibʊp,ibɪp,ibʊp
i,ibɪt,ibʊt,ibɪt,ibʊt
i,ibɪk,ibʊk,ibɪk,ibʊk
i,ibɪb,ibʊb,ibɪb,ibʊb
i,ibɪd,ibʊd,ibɪd,ibʊd
i,ibɪg,ibʊg,ibɪg,ibʊg
i,ibɪf,ibʊf,ibɪf,ibʊf
i,ibɪs,ibʊs,ibɪs,ibʊs
i,ibɪv,ibʊv,ibɪv,ibʊv
i,ibɪz,ibʊz,ibɪz,ibʊz
i,ibɪʃ,ibʊʃ,ibɪʃ,ibʊʃ
i,ibɪʒ,ibʊʒ,ibɪʒ,ibʊʒ
i,ibɪθ,ibʊθ,ibɪθ,ibʊθ
i,ibɪð,ibʊð,ibɪð,ibʊð
i,idɪm,idʊm,idɪm,idʊm
i,idɪn,idʊn,idɪn,idʊn
i,idɪŋ,idʊŋ,idɪŋ,idʊŋ
i,idɪp,idʊp,idɪp,idʊp
i,idɪt,idʊt,idɪt,idʊt
i,idɪk,idʊk,idɪk,idʊk
i,idɪb,idʊb,idɪb,idʊb
i,idɪd,idʊd,idɪd,idʊd
i,idɪg,idʊg,idɪg,idʊg
i,idɪf,idʊf,idɪf,idʊf
i,idɪs,idʊs,idɪs,idʊs
i,idɪv,idʊv,idɪv,idʊv
i,idɪz,idʊz,idɪz,idʊz
i,idɪʃ,idʊʃ,idɪʃ,idʊʃ
i,idɪʒ,idʊʒ,idɪʒ,idʊʒ
i,idɪθ,idʊθ,idɪθ,idʊθ
i,idɪð,idʊð,idɪð,idʊð
i,igɪm,igʊm,igɪm,igʊm
i,igɪn,igʊn,igɪn,igʊn
i,igɪŋ,igʊŋ,igɪŋ,igʊŋ
i,igɪp,igʊp,igɪp,igʊp
i,igɪt,igʊt,igɪt,igʊt
i,igɪk,igʊk,igɪk,igʊk
i,igɪb,igʊb,igɪb,igʊb
i,igɪd,igʊd,igɪd,igʊd
i,igɪg,igʊg,igɪg,igʊg
i,igɪf,igʊf,igɪf,igʊf
i,igɪs,igʊs,igɪs,igʊs
i,igɪv,igʊv,igɪv,igʊv
i,igɪz,igʊz,igɪz,igʊz
i,igɪʃ,igʊʃ,igɪʃ,igʊʃ
i,igɪʒ,igʊʒ,igɪʒ,igʊʒ
i,igɪθ,igʊθ,igɪθ,igʊθ
i,igɪð,igʊð,igɪð,igʊð
i,ifɪm,ifʊm,ifɪm,ifʊm
i,ifɪn,ifʊn,ifɪn,ifʊn
i,ifɪŋ,ifʊŋ,ifɪŋ,ifʊŋ
i,ifɪp,ifʊp,ifɪp,ifʊp
i,ifɪt,ifʊt,ifɪt,ifʊt
i,ifɪk,ifʊk,ifɪk,ifʊk
i,ifɪb,ifʊb,ifɪb,ifʊb
i,ifɪd,ifʊd,ifɪd,ifʊd
i,ifɪg,ifʊg,ifɪg,ifʊg
i,ifɪf,ifʊf,ifɪf,ifʊf
i,ifɪs,ifʊs,ifɪs,ifʊs
i,ifɪv,ifʊv,ifɪv,ifʊv
i,ifɪz,ifʊz,ifɪz,ifʊz
i,ifɪʃ,ifʊʃ,ifɪʃ,ifʊʃ
i,ifɪʒ,ifʊʒ,ifɪʒ,ifʊʒ
i,ifɪθ,ifʊθ,ifɪθ,ifʊθ
i,ifɪð,ifʊð,ifɪð,ifʊð
i,isɪm,isʊm,isɪm,isʊm
i,isɪn,isʊn,isɪn,isʊn
i,isɪŋ,isʊŋ,isɪŋ,isʊŋ
i,isɪp,isʊp,isɪp,isʊp
i,isɪt,isʊt,isɪt,isʊt
i,isɪk,isʊk,isɪk,isʊk
i,isɪb,isʊb,isɪb,isʊb
i,isɪd,isʊd,isɪd,isʊd
i,isɪg,isʊg,isɪg,isʊg
i,isɪf,isʊf,isɪf,isʊf
i,isɪs,isʊs,isɪs,isʊs
i,isɪv,isʊv,isɪv,isʊv
i,isɪz,isʊz,isɪz,isʊz
i,isɪʃ,isʊʃ,isɪʃ,isʊʃ
i,isɪʒ,isʊʒ,isɪʒ,isʊʒ
i,isɪθ,isʊθ,isɪθ,isʊθ
i,isɪð,isʊð,isɪð,isʊð
i,ivɪm,ivʊm,ivɪm,ivʊm
i,ivɪn,ivʊn,ivɪn,ivʊn
i,ivɪŋ,ivʊŋ,ivɪŋ,ivʊŋ
i,ivɪp,ivʊp,ivɪp,ivʊp
i,ivɪt,ivʊt,ivɪt,ivʊt
i,ivɪk,ivʊk,ivɪk,ivʊk
i,ivɪb,ivʊb,ivɪb,ivʊb
i,ivɪd,ivʊd,ivɪd,ivʊd
i,ivɪg,ivʊg,ivɪg,ivʊg
i,ivɪf,ivʊf,ivɪf,ivʊf
i,ivɪs,ivʊs,ivɪs,ivʊs
i,ivɪv,ivʊv,ivɪv,ivʊv
i,ivɪz,ivʊz,ivɪz,ivʊz
i,ivɪʃ,ivʊʃ,ivɪʃ,ivʊʃ
i,ivɪʒ,ivʊʒ,ivɪʒ,ivʊʒ
i,ivɪθ,ivʊθ,ivɪθ,ivʊθ
i,ivɪð,ivʊð,ivɪð,ivʊð
i,izɪm,izʊm,izɪm,izʊm
i,izɪn,izʊn,izɪn,izʊn
i,izɪŋ,izʊŋ,izɪŋ,izʊŋ
i,izɪp,izʊp,izɪp,izʊp
i,izɪt,izʊt,izɪt,izʊt
i,izɪk,izʊk,izɪk,izʊk
i,izɪb,izʊb,izɪb,izʊb
i,izɪd,izʊd,izɪd,izʊd
i,izɪg,izʊg,izɪg,izʊg
i,izɪf,izʊf,izɪf,izʊf
i,izɪs,izʊs,izɪs,izʊs
i,izɪv,izʊv,izɪv,izʊv
i,izɪz,izʊz,izɪz,izʊz
i,izɪʃ,izʊʃ,izɪʃ,izʊʃ
i,izɪʒ,izʊʒ,izɪʒ,izʊʒ
i,izɪθ,izʊθ,izɪθ,izʊθ
i,izɪð,izʊð,izɪð,izʊð
i,iʃɪm,iʃʊm,iʃɪm,iʃʊm
i,iʃɪn,iʃʊn,iʃɪn,iʃʊn
i,iʃɪŋ,iʃʊŋ,iʃɪŋ,iʃʊŋ
i,iʃɪp,iʃʊp,iʃɪp,iʃʊp
i,iʃɪt,iʃʊt,iʃɪt,iʃʊt
i,iʃɪk,iʃʊk,iʃɪk,iʃʊk
i,iʃɪb,iʃʊb,iʃɪb,iʃʊb
i,iʃɪd,iʃʊd,iʃɪd,iʃʊd
i,iʃɪg,iʃʊg,iʃɪg,iʃʊg
i,iʃɪf,iʃʊf,iʃɪf,iʃʊf
i,iʃɪs,iʃʊs,iʃɪs,iʃʊs
i,iʃɪv,iʃʊv,iʃɪv,iʃʊv
i,iʃɪz,iʃʊz,iʃɪz,iʃʊz
i,iʃɪʃ,iʃʊʃ,iʃɪʃ,iʃʊʃ
i,iʃɪʒ,iʃʊʒ,iʃɪʒ,iʃʊʒ
i,iʃɪθ,iʃʊθ,iʃɪθ,iʃʊθ
i,iʃɪð,iʃʊð,iʃɪð,iʃʊð
i,iʒɪm,iʒʊm,iʒɪm,iʒʊm
i,iʒɪn,iʒʊn,iʒɪn,iʒʊn
i,iʒɪŋ,iʒʊŋ,iʒɪŋ,iʒʊŋ
i,iʒɪp,iʒʊp,iʒɪp,iʒʊp
i,iʒɪt,iʒʊt,iʒɪt,iʒʊt
i,iʒɪk,iʒʊk,iʒɪk,iʒʊk
i,iʒɪb,iʒʊb,iʒɪb,iʒʊb
i,iʒɪd,iʒʊd,iʒɪd,iʒʊd
i,iʒɪg,iʒʊg,iʒɪg,iʒʊg
i,iʒɪf,iʒʊf,iʒɪf,iʒʊf
i,iʒɪs,iʒʊs,iʒɪs,iʒʊs
i,iʒɪv,iʒʊv,iʒɪv,iʒʊv
i,iʒɪz,iʒʊz,iʒɪz,iʒʊz
i,iʒɪʃ,iʒʊʃ,iʒɪʃ,iʒʊʃ
i,iʒɪʒ,iʒʊʒ,iʒɪʒ,iʒʊʒ
i,iʒɪθ,iʒʊθ,iʒɪθ,iʒʊθ
i,iʒɪð,iʒʊð,iʒɪð,iʒʊð
i,iθɪm,iθʊm,iθɪm,iθʊm
i,iθɪn,iθʊn,iθɪn,iθʊn
i,iθɪŋ,iθʊŋ,iθɪŋ,iθʊŋ
i,iθɪp,iθʊp,iθɪp,iθʊp
i,iθɪt,iθʊt,iθɪt,iθʊt
i,iθɪk,iθʊk,iθɪk,iθʊk
i,iθɪb,iθʊb,iθɪb,iθʊb
i,iθɪd,iθʊd,iθɪd,iθʊd
i,iθɪg,iθʊg,iθɪg,iθʊg
i,iθɪf,iθʊf,iθɪf,iθʊf
i,iθɪs,iθʊs,iθɪs,iθʊs
i,iθɪv,iθʊv,iθɪv,iθʊv
i,iθɪz,iθʊz,iθɪz,iθʊz
i,iθɪʃ,iθʊʃ,iθɪʃ,iθʊʃ
i,iθɪʒ,iθʊʒ,iθɪʒ,iθʊʒ
i,iθɪθ,iθʊθ,iθɪθ,iθʊθ
i,iθɪð,iθʊð,iθɪð,iθʊð
i,iðɪm,iðʊm,iðɪm,iðʊm
i,iðɪn,iðʊn,iðɪn,iðʊn
i,iðɪŋ,iðʊŋ,iðɪŋ,iðʊŋ
i,iðɪp,iðʊp,iðɪp,iðʊp
i,iðɪt,iðʊt,iðɪt,iðʊt
i,iðɪk,iðʊk,iðɪk,iðʊk
i,iðɪb,iðʊb,iðɪb,iðʊb
i,iðɪd,iðʊd,iðɪd,iðʊd
i,iðɪg,iðʊg,iðɪg,iðʊg
i,iðɪf,iðʊf,iðɪf,iðʊf
i,iðɪs,iðʊs,iðɪs,iðʊs
i,iðɪv,iðʊv,iðɪv,iðʊv
i,iðɪz,iðʊz,iðɪz,iðʊz
i,iðɪʃ,iðʊʃ,iðɪʃ,iðʊʃ
i,iðɪʒ,iðʊʒ,iðɪʒ,iðʊʒ
i,iðɪθ,iðʊθ,iðɪθ,iðʊθ
i,iðɪð,iðʊð,iðɪð,iðʊð
i,ihɪm,ihʊm,ihɪm,ihʊm
i,ihɪn,ihʊn,ihɪn,ihʊn
i,ihɪŋ,ihʊŋ,ihɪŋ,ihʊŋ
i,ihɪp,ihʊp,ihɪp,ihʊp
i,ihɪt,ihʊt,ihɪt,ihʊt
i,ihɪk,ihʊk,ihɪk,ihʊk
i,ihɪb,ihʊb,ihɪb,ihʊb
i,ihɪd,ihʊd,ihɪd,ihʊd
i,ihɪg,ihʊg,ihɪg,ihʊg
i,ihɪf,ihʊf,ihɪf,ihʊf
i,ihɪs,ihʊs,ihɪs,ihʊs
i,ihɪv,ihʊv,ihɪv,ihʊv
i,ihɪz,ihʊz,ihɪz,ihʊz
i,ihɪʃ,ihʊʃ,ihɪʃ,ihʊʃ
i,ihɪʒ,ihʊʒ,ihɪʒ,ihʊʒ
i,ihɪθ,ihʊθ,ihɪθ,ihʊθ
i,ihɪð,ihʊð,ihɪð,ihʊð
i,imɛm,imɔm,imɛm,imɔm
i,imɛn,imɔn,imɛn,imɔn
i,imɛŋ,imɔŋ,imɛŋ,imɔŋ
i,imɛp,imɔp,imɛp,imɔp
i,imɛt,imɔt,imɛt,imɔt
i,imɛk,imɔk,imɛk,imɔk
i,imɛb,imɔb,imɛb,imɔb
i,imɛd,imɔd,imɛd,imɔd
i,imɛg,imɔg,imɛg,imɔg
i,imɛf,imɔf,imɛf,imɔf
i,imɛs,imɔs,imɛs,imɔs
i,imɛv,imɔv,imɛv,imɔv
i,imɛz,imɔz,imɛz,imɔz
i,imɛʃ,imɔʃ,imɛʃ,imɔʃ
i,imɛʒ,imɔʒ,imɛʒ,imɔʒ
i,imɛθ,imɔθ,imɛθ,imɔθ
i,imɛð,imɔð,imɛð,imɔð
i,inɛm,inɔm,inɛm,inɔm
i,inɛn,inɔn,inɛn,inɔn
i,inɛŋ,inɔŋ,inɛŋ,inɔŋ
i,inɛp,inɔp,inɛp,inɔp
i,inɛt,inɔt,inɛt,inɔt
i,inɛk,inɔk,inɛk,inɔk
i,inɛb,inɔb,inɛb,inɔb
i,inɛd,inɔd,inɛd,inɔd
i,inɛg,inɔg,inɛg,inɔg
i,inɛf,inɔf,inɛf,inɔf
i,inɛs,inɔs,inɛs,inɔs
i,inɛv,inɔv,inɛv,inɔv
i,inɛz,inɔz,inɛz,inɔz
i,inɛʃ,inɔʃ,inɛʃ,inɔʃ
i,inɛʒ,inɔʒ,inɛʒ,inɔʒ
i,inɛθ,inɔθ,inɛθ,inɔθ
i,inɛð,inɔð,inɛð,inɔð
i,ipɛm,ipɔm,ipɛm,ipɔm
i,ipɛn,ipɔn,ipɛn,ipɔn
i,ipɛŋ,ipɔŋ,ipɛŋ,ipɔŋ
i,ipɛp,ipɔp,ipɛp,ipɔp
i,ipɛt,ipɔt,ipɛt,ipɔt
i,ipɛk,ipɔk,ipɛk,ipɔk
i,ipɛb,ipɔb,ipɛb,ipɔb
i,ipɛd,ipɔd,ipɛd,ipɔd
i,ipɛg,ipɔg,ipɛg,ipɔg
i,ipɛf,ipɔf,ipɛf,ipɔf
i,ipɛs,ipɔs,ipɛs,ipɔs
i,ipɛv,ipɔv,ipɛv,ipɔv
i,ipɛz,ipɔz,ipɛz,ipɔz
i,ipɛʃ,ipɔʃ,ipɛʃ,ipɔʃ
i,ipɛʒ,ipɔʒ,ipɛʒ,ipɔʒ
i,ipɛθ,ipɔθ,ipɛθ,ipɔθ
i,ipɛð,ipɔð,ipɛð,ipɔð
i,itɛm,itɔm,itɛm,itɔm
i,itɛn,itɔn,itɛn,itɔn
i,itɛŋ,itɔŋ,itɛŋ,itɔŋ
i,itɛp,itɔp,itɛp,itɔp
i,itɛt,itɔt,itɛt,itɔt
i,itɛk,itɔk,itɛk,itɔk
i,itɛb,itɔb,itɛb,itɔb
i,itɛd,itɔd,itɛd,itɔd
i,itɛg,itɔg,itɛg,itɔg
i,itɛf,itɔf,itɛf,itɔf
i,itɛs,itɔs,itɛs,itɔs
i,itɛv,itɔv,itɛv,itɔv
i,itɛz,itɔz,itɛz,itɔz
i,itɛʃ,itɔʃ,itɛʃ,itɔʃ
i,itɛʒ,itɔʒ,itɛʒ,itɔʒ
i,itɛθ,itɔθ,itɛθ,itɔθ
i,itɛð,itɔð,itɛð,itɔð
i,ikɛm,ikɔm,ikɛm,ikɔm
i,ikɛn,ikɔn,ikɛn,ikɔn
i,ikɛŋ,ikɔŋ,ikɛŋ,ikɔŋ
i,ikɛp,ikɔp,ikɛp,ikɔp
i,ikɛt,ikɔt,ikɛt,ikɔt
i,ikɛk,ikɔk,ikɛk,ikɔk
i,ikɛb,ikɔb,ikɛb,ikɔb
i,ikɛd,ikɔd,ikɛd,ikɔd
i,ikɛg,ikɔg,ikɛg,ikɔg
i,ikɛf,ikɔf,ikɛf,ikɔf
i,ikɛs,ikɔs,ikɛs,ikɔs
i,ikɛv,ikɔv,ikɛv,ikɔv
i,ikɛz,ikɔz,ikɛz,ikɔz
i,ikɛʃ,ikɔʃ,ikɛʃ,ikɔʃ
i,ikɛʒ,ikɔʒ,ikɛʒ,ikɔʒ
i,ikɛθ,ikɔθ,ikɛθ,ikɔθ
i,ikɛð,ikɔð,ikɛð,ikɔð
i,ibɛm,ibɔm,ibɛm,ibɔm
i,ibɛn,ibɔn,ibɛn,ibɔn
i,ibɛŋ,ibɔŋ,ibɛŋ,ibɔŋ
i,ibɛp,ibɔp,ibɛp,ibɔp
i,ibɛt,ibɔt,ibɛt,ibɔt
i,ibɛk,ibɔk,ibɛk,ibɔk
i,ibɛb,ibɔb,ibɛb,ibɔb
i,ibɛd,ibɔd,ibɛd,ibɔd
i,ibɛg,ibɔg,ibɛg,ibɔg
i,ibɛf,ibɔf,ibɛf,ibɔf
i,ibɛs,ibɔs,ibɛs,ibɔs
i,ibɛv,ibɔv,ibɛv,ibɔv
i,ibɛz,ibɔz,ibɛz,ibɔz
i,ibɛʃ,ibɔʃ,ibɛʃ,ibɔʃ
i,ibɛʒ,ibɔʒ,ibɛʒ,ibɔʒ
i,ibɛθ,ibɔθ,ibɛθ,ibɔθ
i,ibɛð,ibɔð,ibɛð,ibɔð
i,idɛm,idɔm,idɛm,idɔm
i,idɛn,idɔn,idɛn,idɔn
i,idɛŋ,idɔŋ,idɛŋ,idɔŋ
i,idɛp,idɔp,idɛp,idɔp
i,idɛt,idɔt,idɛt,idɔt
i,idɛk,idɔk,idɛk,idɔk
i,idɛb,idɔb,idɛb,idɔb
i,idɛd,idɔd,idɛd,idɔd
i,idɛg,idɔg,idɛg,idɔg
i,idɛf,idɔf,idɛf,idɔf
i,idɛs,idɔs,idɛs,idɔs
i,idɛv,idɔv,idɛv,idɔv
i,idɛz,idɔz,idɛz,idɔz
i,idɛʃ,idɔʃ,idɛʃ,idɔʃ
i,idɛʒ,idɔʒ,idɛʒ,idɔʒ
i,idɛθ,idɔθ,idɛθ,idɔθ
i,idɛð,idɔð,idɛð,idɔð
i,igɛm,igɔm,igɛm,igɔm
i,igɛn,igɔn,igɛn,igɔn
i,igɛŋ,igɔŋ,igɛŋ,igɔŋ
i,igɛp,igɔp,igɛp,igɔp
i,igɛt,igɔt,igɛt,igɔt
i,igɛk,igɔk,igɛk,igɔk
