stem,ur_ref,sr_ref,ur,sr
i,idu,idu,idu,idu
i,idoʊ,idoʊ,ido,ido
i,igu,igu,igu,igu
i,igoʊ,igoʊ,igo,igo
i,ifu,ifu,ifu,ifu
i,ifoʊ,ifoʊ,ifo,ifo
i,isu,isu,isu,isu
i,isoʊ,isoʊ,iso,iso
i,ivu,ivu,ivu,ivu
i,ivoʊ,ivoʊ,ivo,ivo
i,izu,izu,izu,izu
i,izoʊ,izoʊ,izo,izo
i,iʃu,iʃu,iʃu,iʃu
i,iʃoʊ,iʃoʊ,iʃo,iʃo
i,iʒu,iʒu,iʒu,iʒu
i,iʒoʊ,iʒoʊ,iʒo,iʒo
i,iθu,iθu,iθu,iθu
i,iθoʊ,iθoʊ,iθo,iθo
i,iðu,iðu,iðu,iðu
i,iðoʊ,iðoʊ,iðo,iðo
i,ihu,ihu,ihu,ihu
i,ihoʊ,ihoʊ,iho,iho
eɪ,eɪmu,eɪmu,emu,emu
eɪ,eɪmoʊ,eɪmoʊ,emo,emo
eɪ,eɪnu,eɪnu,enu,enu
eɪ,eɪnoʊ,eɪnoʊ,eno,eno
eɪ,eɪpu,eɪpu,epu,epu
eɪ,eɪpoʊ,eɪpoʊ,epo,epo
eɪ,eɪtu,eɪtu,etu,etu
eɪ,eɪtoʊ,eɪtoʊ,eto,eto
eɪ,eɪku,eɪku,eku,eku
eɪ,eɪkoʊ,eɪkoʊ,eko,eko
eɪ,eɪbu,eɪbu,ebu,ebu
eɪ,eɪboʊ,eɪboʊ,ebo,ebo
eɪ,eɪdu,eɪdu,edu,edu
eɪ,eɪdoʊ,eɪdoʊ,edo,edo
eɪ,eɪgu,eɪgu,egu,egu
eɪ,eɪgoʊ,eɪgoʊ,ego,ego
eɪ,eɪfu,eɪfu,efu,efu
eɪ,eɪfoʊ,eɪfoʊ,efo,efo
eɪ,eɪsu,eɪsu,esu,esu
eɪ,eɪsoʊ,eɪsoʊ,eso,eso
eɪ,eɪvu,eɪvu,evu,evu
eɪ,eɪvoʊ,eɪvoʊ,evo,evo
eɪ,eɪzu,eɪzu,ezu,ezu
eɪ,eɪzoʊ,eɪzoʊ,ezo,ezo
eɪ,eɪʃu,eɪʃu,eʃu,eʃu
eɪ,eɪʃoʊ,eɪʃoʊ,eʃo,eʃo
eɪ,eɪʒu,eɪʒu,eʒu,eʒu
eɪ,eɪʒoʊ,eɪʒoʊ,eʒo,eʒo
eɪ,eɪθu,eɪθu,eθu,eθu
eɪ,eɪθoʊ,eɪθoʊ,eθo,eθo
eɪ,eɪðu,eɪðu,eðu,eðu
eɪ,eɪðoʊ,eɪðoʊ,eðo,eðo
eɪ,eɪhu,eɪhu,ehu,ehu
eɪ,eɪhoʊ,eɪhoʊ,eho,eho
u,umi,umi,umi,umi
u,umeɪ,umeɪ,ume,ume
u,uni,uni,uni,uni
u,uneɪ,uneɪ,une,une
u,upi,upi,upi,upi
u,upeɪ,upeɪ,upe,upe
u,uti,uti,uti,uti
u,uteɪ,uteɪ,ute,ute
u,uki,uki,uki,uki
u,ukeɪ,ukeɪ,uke,uke
u,ubi,ubi,ubi,ubi
u,ubeɪ,ubeɪ,ube,ube
u,udi,udi,udi,udi
u,udeɪ,udeɪ,ude,ude
u,ugi,ugi,ugi,ugi
u,ugeɪ,ugeɪ,uge,uge
u,ufi,ufi,ufi,ufi
u,ufeɪ,ufeɪ,ufe,ufe
u,usi,usi,usi,usi
u,useɪ,useɪ,use,use
u,uvi,uvi,uvi,uvi
u,uveɪ,uveɪ,uve,uve
u,uzi,uzi,uzi,uzi
u,uzeɪ,uzeɪ,uze,uze
u,uʃi,uʃi,uʃi,uʃi
u,uʃeɪ,uʃeɪ,uʃe,uʃe
u,uʒi,uʒi,uʒi,uʒi
u,uʒeɪ,uʒeɪ,uʒe,uʒe
u,uθi,uθi,uθi,uθi
u,uθeɪ,uθeɪ,uθe,uθe
u,uði,uði,uði,uði
u,uðeɪ,uðeɪ,uðe,uðe
u,uhi,uhi,uhi,uhi
u,uheɪ,uheɪ,uhe,uhe
oʊ,oʊmi,oʊmi,omi,omi
oʊ,oʊmeɪ,oʊmeɪ,ome,ome
oʊ,oʊni,oʊni,oni,oni
oʊ,oʊneɪ,oʊneɪ,one,one
oʊ,oʊpi,oʊpi,opi,opi
oʊ,oʊpeɪ,oʊpeɪ,ope,ope
oʊ,oʊti,oʊti,oti,oti
oʊ,oʊteɪ,oʊteɪ,ote,ote
oʊ,oʊki,oʊki,oki,oki
oʊ,oʊkeɪ,oʊkeɪ,oke,oke
oʊ,oʊbi,oʊbi,obi,obi
oʊ,oʊbeɪ,oʊbeɪ,obe,obe
oʊ,oʊdi,oʊdi,odi,odi
oʊ,oʊdeɪ,oʊdeɪ,ode,ode
oʊ,oʊgi,oʊgi,ogi,ogi
oʊ,oʊgeɪ,oʊgeɪ,oge,oge
oʊ,oʊfi,oʊfi,ofi,ofi
oʊ,oʊfeɪ,oʊfeɪ,ofe,ofe
oʊ,oʊsi,oʊsi,osi,osi
oʊ,oʊseɪ,oʊseɪ,ose,ose
oʊ,oʊvi,oʊvi,ovi,ovi
oʊ,oʊveɪ,oʊveɪ,ove,ove
oʊ,oʊzi,oʊzi,ozi,ozi
oʊ,oʊzeɪ,oʊzeɪ,oze,oze
oʊ,oʊʃi,oʊʃi,oʃi,oʃi
oʊ,oʊʃeɪ,oʊʃeɪ,oʃe,oʃe
oʊ,oʊʒi,oʊʒi,oʒi,oʒi
oʊ,oʊʒeɪ,oʊʒeɪ,oʒe,oʒe
oʊ,oʊθi,oʊθi,oθi,oθi
oʊ,oʊθeɪ,oʊθeɪ,oθe,oθe
oʊ,oʊði,oʊði,oði,oði
oʊ,oʊðeɪ,oʊðeɪ,oðe,oðe
oʊ,oʊhi,oʊhi,ohi,ohi
oʊ,oʊheɪ,oʊheɪ,ohe,ohe
u,umu,umi,umu,umi
u,umoʊ,umeɪ,umo,ume
u,unu,uni,unu,uni
u,unoʊ,uneɪ,uno,une
u,upu,upi,upu,upi
u,upoʊ,upeɪ,upo,upe
u,utu,uti,utu,uti
u,utoʊ,uteɪ,uto,ute
u,uku,uki,uku,uki
u,ukoʊ,ukeɪ,uko,uke
u,ubu,ubi,ubu,ubi
u,uboʊ,ubeɪ,ubo,ube
u,udu,udi,udu,udi
u,udoʊ,udeɪ,udo,ude
u,ugu,ugi,ugu,ugi
u,ugoʊ,ugeɪ,ugo,uge
u,ufu,ufi,ufu,ufi
u,ufoʊ,ufeɪ,ufo,ufe
u,usu,usi,usu,usi
u,usoʊ,useɪ,uso,use
u,uvu,uvi,uvu,uvi
u,uvoʊ,uveɪ,uvo,uve
u,uzu,uzi,uzu,uzi
u,uzoʊ,uzeɪ,uzo,uze
u,uʃu,uʃi,uʃu,uʃi
u,uʃoʊ,uʃeɪ,uʃo,uʃe
u,uʒu,uʒi,uʒu,uʒi
u,uʒoʊ,uʒeɪ,uʒo,uʒe
u,uθu,uθi,uθu,uθi
u,uθoʊ,uθeɪ,uθo,uθe
u,uðu,uði,uðu,uði
u,uðoʊ,uðeɪ,uðo,uðe
u,uhu,uhi,uhu,uhi
u,uhoʊ,uheɪ,uho,uhe
oʊ,oʊmu,oʊmi,omu,omi
oʊ,oʊmoʊ,oʊmeɪ,omo,ome
oʊ,oʊnu,oʊni,onu,oni
oʊ,oʊnoʊ,oʊneɪ,ono,one
oʊ,oʊpu,oʊpi,opu,opi
oʊ,oʊpoʊ,oʊpeɪ,opo,ope
oʊ,oʊtu,oʊti,otu,oti
oʊ,oʊtoʊ,oʊteɪ,oto,ote
oʊ,oʊku,oʊki,oku,oki
oʊ,oʊkoʊ,oʊkeɪ,oko,oke
oʊ,oʊbu,oʊbi,obu,obi
oʊ,oʊboʊ,oʊbeɪ,obo,obe
oʊ,oʊdu,oʊdi,odu,odi
oʊ,oʊdoʊ,oʊdeɪ,odo,ode
oʊ,oʊgu,oʊgi,ogu,ogi
oʊ,oʊgoʊ,oʊgeɪ,ogo,oge
oʊ,oʊfu,oʊfi,ofu,ofi
oʊ,oʊfoʊ,oʊfeɪ,ofo,ofe
oʊ,oʊsu,oʊsi,osu,osi
oʊ,oʊsoʊ,oʊseɪ,oso,ose
oʊ,oʊvu,oʊvi,ovu,ovi
oʊ,oʊvoʊ,oʊveɪ,ovo,ove
oʊ,oʊzu,oʊzi,ozu,ozi
oʊ,oʊzoʊ,oʊzeɪ,ozo,oze
oʊ,oʊʃu,oʊʃi,oʃu,oʃi
oʊ,oʊʃoʊ,oʊʃeɪ,oʃo,oʃe
oʊ,oʊʒu,oʊʒi,oʒu,oʒi
oʊ,oʊʒoʊ,oʊʒeɪ,oʒo,oʒe
oʊ,oʊθu,oʊθi,oθu,oθi
oʊ,oʊθoʊ,oʊθeɪ,oθo,oθe
oʊ,oʊðu,oʊði,oðu,oði
oʊ,oʊðoʊ,oʊðeɪ,oðo,oðe
oʊ,oʊhu,oʊhi,ohu,ohi
oʊ,oʊhoʊ,oʊheɪ,oho,ohe
i,imɪm,imʊm,imɪm,imʊm
i,imɪn,imʊn,imɪn,imʊn
i,imɪŋ,imʊŋ,imɪŋ,imʊŋ
i,imɪp,imʊp,imɪp,imʊp
i,imɪt,imʊt,imɪt,imʊt
i,imɪk,imʊk,imɪk,imʊk
i,imɪb,imʊb,imɪb,imʊb
i,imɪd,imʊd,imɪd,imʊd
i,imɪg,imʊg,imɪg,imʊg
i,imɪf,imʊf,imɪf,imʊf
i,imɪs,imʊs,imɪs,imʊs
i,imɪv,imʊv,imɪv,imʊv
i,imɪz,imʊz,imɪz,imʊz
i,imɪʃ,imʊʃ,imɪʃ,imʊʃ
i,imɪʒ,imʊʒ,imɪʒ,imʊʒ
i,imɪθ,imʊθ,imɪθ,imʊθ
i,imɪð,imʊð,imɪð,imʊð
i,imɛm,imɔm,imɛm,imɔm
i,imɛn,imɔn,imɛn,imɔn
i,imɛŋ,imɔŋ,imɛŋ,imɔŋ
i,imɛp,imɔp,imɛp,imɔp
i,imɛt,imɔt,imɛt,imɔt
i,imɛk,imɔk,imɛk,imɔk
i,imɛb,imɔb,imɛb,imɔb
i,imɛd,imɔd,imɛd,imɔd
i,imɛg,imɔg,imɛg,imɔg
i,imɛf,imɔf,imɛf,imɔf
i,imɛs,imɔs,imɛs,imɔs
i,imɛv,imɔv,imɛv,imɔv
i,imɛz,imɔz,imɛz,imɔz
i,imɛʃ,imɔʃ,imɛʃ,imɔʃ
i,imɛʒ,imɔʒ,imɛʒ,imɔʒ
i,imɛθ,imɔθ,imɛθ,imɔθ
i,imɛð,imɔð,imɛð,imɔð
i,inɪm,inʊm,inɪm,inʊm
i,inɪn,inʊn,inɪn,inʊn
i,inɪŋ,inʊŋ,inɪŋ,inʊŋ
i,inɪp,inʊp,inɪp,inʊp
i,inɪt,inʊt,inɪt,inʊt
i,inɪk,inʊk,inɪk,inʊk
i,inɪb,inʊb,inɪb,inʊb
i,inɪd,inʊd,inɪd,inʊd
i,inɪg,inʊg,inɪg,inʊg
i,inɪf,inʊf,inɪf,inʊf
i,inɪs,inʊs,inɪs,inʊs
i,inɪv,inʊv,inɪv,inʊv
i,inɪz,inʊz,inɪz,inʊz
i,inɪʃ,inʊʃ,inɪʃ,inʊʃ
i,inɪʒ,inʊʒ,inɪʒ,inʊʒ
i,inɪθ,inʊθ,inɪθ,inʊθ
i,inɪð,inʊð,inɪð,inʊð
i,inɛm,inɔm,inɛm,inɔm
i,inɛn,inɔn,inɛn,inɔn
i,inɛŋ,inɔŋ,inɛŋ,inɔŋ
i,inɛp,inɔp,inɛp,inɔp
i,inɛt,inɔt,inɛt,inɔt
i,inɛk,inɔk,inɛk,inɔk
i,inɛb,inɔb,inɛb,inɔb
i,inɛd,inɔd,inɛd,inɔd
i,inɛg,inɔg,inɛg,inɔg
i,inɛf,inɔf,inɛf,inɔf
i,inɛs,inɔs,inɛs,inɔs
i,inɛv,inɔv,inɛv,inɔv
i,inɛz,inɔz,inɛz,inɔz
i,inɛʃ,inɔʃ,inɛʃ,inɔʃ
i,inɛʒ,inɔʒ,inɛʒ,inɔʒ
i,inɛθ,inɔθ,inɛθ,inɔθ
i,inɛð,inɔð,inɛð,inɔð
i,ipɪm,ipʊm,ipɪm,ipʊm
i,ipɪn,ipʊn,ipɪn,ipʊn
i,ipɪŋ,ipʊŋ,ipɪŋ,ipʊŋ
i,ipɪp,ipʊp,ipɪp,ipʊp
i,ipɪt,ipʊt,ipɪt,ipʊt
i,ipɪk,ipʊk,ipɪk,ipʊk
i,ipɪb,ipʊb,ipɪb,ipʊb
i,ipɪd,ipʊd,ipɪd,ipʊd
i,ipɪg,ipʊg,ipɪg,ipʊg
i,ipɪf,ipʊf,ipɪf,ipʊf
i,ipɪs,ipʊs,ipɪs,ipʊs
i,ipɪv,ipʊv,ipɪv,ipʊv
i,ipɪz,ipʊz,ipɪz,ipʊz
i,ipɪʃ,ipʊʃ,ipɪʃ,ipʊʃ
i,ipɪʒ,ipʊʒ,ipɪʒ,ipʊʒ
i,ipɪθ,ipʊθ,ipɪθ,ipʊθ
i,ipɪð,ipʊð,ipɪð,ipʊð
i,ipɛm,ipɔm,ipɛm,ipɔm
i,ipɛn,ipɔn,ipɛn,ipɔn
i,ipɛŋ,ipɔŋ,ipɛŋ,ipɔŋ
i,ipɛp,ipɔp,ipɛp,ipɔp
i,ipɛt,ipɔt,ipɛt,ipɔt
i,ipɛk,ipɔk,ipɛk,ipɔk
i,ipɛb,ipɔb,ipɛb,ipɔb
i,ipɛd,ipɔd,ipɛd,ipɔd
i,ipɛg,ipɔg,ipɛg,ipɔg
i,ipɛf,ipɔf,ipɛf,ipɔf
i,ipɛs,ipɔs,ipɛs,ipɔs
i,ipɛv,ipɔv,ipɛv,ipɔv
i,ipɛz,ipɔz,ipɛz,ipɔz
i,ipɛʃ,ipɔʃ,ipɛʃ,ipɔʃ
i,ipɛʒ,ipɔʒ,ipɛʒ,ipɔʒ
i,ipɛθ,ipɔθ,ipɛθ,ipɔθ
i,ipɛð,ipɔð,ipɛð,ipɔð
i,itɪm,itʊm,itɪm,itʊm
i,itɪn,itʊn,itɪn,itʊn
i,itɪŋ,itʊŋ,itɪŋ,itʊŋ
i,itɪp,itʊp,itɪp,itʊp
i,itɪt,itʊt,itɪt,itʊt
i,itɪk,itʊk,itɪk,itʊk
i,itɪb,itʊb,itɪb,itʊb
i,itɪd,itʊd,itɪd,itʊd
i,itɪg,itʊg,itɪg,itʊg
i,itɪf,itʊf,itɪf,itʊf
i,itɪs,itʊs,itɪs,itʊs
i,itɪv,itʊv,itɪv,itʊv
i,itɪz,itʊz,itɪz,itʊz
i,itɪʃ,itʊʃ,itɪʃ,itʊʃ
i,itɪʒ,itʊʒ,itɪʒ,itʊʒ
i,itɪθ,itʊθ,itɪθ,itʊθ
i,itɪð,itʊð,itɪð,itʊð
i,itɛm,itɔm,itɛm,itɔm
i,itɛn,itɔn,itɛn,itɔn
i,itɛŋ,itɔŋ,itɛŋ,itɔŋ
i,itɛp,itɔp,itɛp,itɔp
i,itɛt,itɔt,itɛt,itɔt
i,itɛk,itɔk,itɛk,itɔk
i,itɛb,itɔb,itɛb,itɔb
i,itɛd,itɔd,itɛd,itɔd
i,itɛg,itɔg,itɛg,itɔg
i,itɛf,itɔf,itɛf,itɔf
i,itɛs,itɔs,itɛs,itɔs
i,itɛv,itɔv,itɛv,itɔv
i,itɛz,itɔz,itɛz,itɔz
i,itɛʃ,itɔʃ,itɛʃ,itɔʃ
i,itɛʒ,itɔʒ,itɛʒ,itɔʒ
i,itɛθ,itɔθ,itɛθ,itɔθ
i,itɛð,itɔð,itɛð,itɔð
i,ikɪm,ikʊm,ikɪm,ikʊm
i,ikɪn,ikʊn,ikɪn,ikʊn
i,ikɪŋ,ikʊŋ,ikɪŋ,ikʊŋ
i,ikɪp,ikʊp,ikɪp,ikʊp
i,ikɪt,ikʊt,ikɪt,ikʊt
i,ikɪk,ikʊk,ikɪk,ikʊk
i,ikɪb,ikʊb,ikɪb,ikʊb
i,ikɪd,ikʊd,ikɪd,ikʊd
i,ikɪg,ikʊg,ikɪg,ikʊg
i,ikɪf,ikʊf,ikɪf,ikʊf
i,ikɪs,ikʊs,ikɪs,ikʊs
i,ikɪv,ikʊv,ikɪv,ikʊv
i,ikɪz,ikʊz,ikɪz,ikʊz
i,ikɪʃ,ikʊʃ,ikɪʃ,ikʊʃ
i,ikɪʒ,ikʊʒ,ikɪʒ,ikʊʒ
i,ikɪθ,ikʊθ,ikɪθ,ikʊθ
i,ikɪð,ikʊð,ikɪð,ikʊð
i,ikɛm,ikɔm,ikɛm,ikɔm
i,ikɛn,ikɔn,ikɛn,ikɔn
i,ikɛŋ,ikɔŋ,ikɛŋ,ikɔŋ
i,ikɛp,ikɔp,ikɛp,ikɔp
i,ikɛt,ikɔt,ikɛt,ikɔt
i,ikɛk,ikɔk,ikɛk,ikɔk
i,ikɛb,ikɔb,ikɛb,ikɔb
i,ikɛd,ikɔd,ikɛd,ikɔd
i,ikɛg,ikɔg,ikɛg,ikɔg
i,ikɛf,ikɔf,ikɛf,ikɔf
i,ikɛs,ikɔs,ikɛs,ikɔs
i,ikɛv,ikɔv,ikɛv,ikɔv
i,ikɛz,ikɔz,ikɛz,ikɔz
i,ikɛʃ,ikɔʃ,ikɛʃ,ikɔʃ
i,ikɛʒ,ikɔʒ,ikɛʒ,ikɔʒ
i,ikɛθ,ikɔθ,ikɛθ,ikɔθ
i,ikɛð,ikɔð,ikɛð,ikɔð
i,ibɪm,ibʊm,ibɪm,ibʊm
i,ibɪn,ibʊn,ibɪn,ibʊn
i,ibɪŋ,ibʊŋ,ibɪŋ,ibʊŋ
i,ibɪp,ibʊp,ibɪp,ibʊp
i,ibɪt,ibʊt,ibɪt,ibʊt
i,ibɪk,ibʊk,ibɪk,ibʊk
i,ibɪb,ibʊb,ibɪb,ibʊb
i,ibɪd,ibʊd,ibɪd,ibʊd
i,ibɪg,ibʊg,ibɪg,ibʊg
i,ibɪf,ibʊf,ibɪf,ibʊf
i,ibɪs,ibʊs,ibɪs,ibʊs
i,ibɪv,ibʊv,ibɪv,ibʊv
i,ibɪz,ibʊz,ibɪz,ibʊz
i,ibɪʃ,ibʊʃ,ibɪʃ,ibʊʃ
i,ibɪʒ,ibʊʒ,ibɪʒ,ibʊʒ
i,ibɪθ,ibʊθ,ibɪθ,ibʊθ
i,ibɪð,ibʊð,ibɪð,ibʊð
i,ibɛm,ibɔm,ibɛm,ibɔm
i,ibɛn,ibɔn,ibɛn,ibɔn
i,ibɛŋ,ibɔŋ,ibɛŋ,ibɔŋ
i,ibɛp,ibɔp,ibɛp,ibɔp
i,ibɛt,ibɔt,ibɛt,ibɔt
i,ibɛk,ibɔk,ibɛk,ibɔk
i,ibɛb,ibɔb,ibɛb,ibɔb
i,ibɛd,ibɔd,ibɛd,ibɔd
i,ibɛg,ibɔg,ibɛg,ibɔg
i,ibɛf,ibɔf,ibɛf,ibɔf
i,ibɛs,ibɔs,ibɛs,ibɔs
i,ibɛv,ibɔv,ibɛv,ibɔv
i,ibɛz,ibɔz,ibɛz,ibɔz
i,ibɛʃ,ibɔʃ,ibɛʃ,ibɔʃ
i,ibɛʒ,ibɔʒ,ibɛʒ,ibɔʒ
i,ibɛθ,ibɔθ,ibɛθ,ibɔθ
i,ibɛð,ibɔð,ibɛð,ibɔð
i,idɪm,idʊm,idɪm,idʊm
i,idɪn,idʊn,idɪn,idʊn
i,idɪŋ,idʊŋ,idɪŋ,idʊŋ
i,idɪp,idʊp,idɪp,idʊp
i,idɪt,idʊt,idɪt,idʊt
i,idɪk,idʊk,idɪk,idʊk
i,idɪb,idʊb,idɪb,idʊb
i,idɪd,idʊd,idɪd,idʊd
i,idɪg,idʊg,idɪg,idʊg
i,idɪf,idʊf,idɪf,idʊf
i,idɪs,idʊs,idɪs,idʊs
i,idɪv,idʊv,idɪv,idʊv
i,idɪz,idʊz,idɪz,idʊz
i,idɪʃ,idʊʃ,idɪʃ,idʊʃ
i,idɪʒ,idʊʒ,idɪʒ,idʊʒ
i,idɪθ,idʊθ,idɪθ,idʊθ
i,idɪð,idʊð,idɪð,idʊð
i,idɛm,idɔm,idɛm,idɔm
i,idɛn,idɔn,idɛn,idɔn
i,idɛŋ,idɔŋ,idɛŋ,idɔŋ
i,idɛp,idɔp,idɛp,idɔp
i,idɛt,idɔt,idɛt,idɔt
i,idɛk,idɔk,idɛk,idɔk
i,idɛb,idɔb,idɛb,idɔb
i,idɛd,idɔd,idɛd,idɔd
i,idɛg,idɔg,idɛg,idɔg
i,idɛf,idɔf,idɛf,idɔf
i,idɛs,idɔs,idɛs,idɔs
i,idɛv,idɔv,idɛv,idɔv
i,idɛz,idɔz,idɛz,idɔz
i,idɛʃ,idɔʃ,idɛʃ,idɔʃ
i,idɛʒ,idɔʒ,idɛʒ,idɔʒ
i,idɛθ,idɔθ,idɛθ,idɔθ
i,idɛð,idɔð,idɛð,idɔð
i,igɪm,igʊm,igɪm,igʊm
i,igɪn,igʊn,igɪn,igʊn
i,igɪŋ,igʊŋ,igɪŋ,igʊŋ
i,igɪp,igʊp,igɪp,igʊp
i,igɪt,igʊt,igɪt,igʊt
i,igɪk,igʊk,igɪk,igʊk
i,igɪb,igʊb,igɪb,igʊb
i,igɪd,igʊd,igɪd,igʊd
i,igɪg,igʊg,igɪg,igʊg
i,igɪf,igʊf,igɪf,igʊf
i,igɪs,igʊs,igɪs,igʊs
i,igɪv,igʊv,igɪv,igʊv
i,igɪz,igʊz,igɪz,igʊz
i,igɪʃ,igʊʃ,igɪʃ,igʊʃ
i,igɪʒ,igʊʒ,igɪʒ,igʊʒ
i,igɪθ,igʊθ,igɪθ,igʊθ
i,igɪð,igʊð,igɪð,igʊð
i,igɛm,igɔm,igɛm,igɔm
i,igɛn,igɔn,igɛn,igɔn
i,igɛŋ,igɔŋ,igɛŋ,igɔŋ
i,igɛp,igɔp,igɛp,igɔp
i,igɛt,igɔt,igɛt,igɔt
i,igɛk,igɔk,igɛk,igɔk
i,igɛb,igɔb,igɛb,igɔb
i,igɛd,igɔd,igɛd,igɔd
i,igɛg,igɔg,igɛg,igɔg
i,igɛf,igɔf,igɛf,igɔf
i,igɛs,igɔs,igɛs,igɔs
i,igɛv,igɔv,igɛv,igɔv
i,igɛz,igɔz,igɛz,igɔz
i,igɛʃ,igɔʃ,igɛʃ,igɔʃ
i,igɛʒ,igɔʒ,igɛʒ,igɔʒ
i,igɛθ,igɔθ,igɛθ,igɔθ
i,igɛð,igɔð,igɛð,igɔð
i,ifɪm,ifʊm,ifɪm,ifʊm
i,ifɪn,ifʊn,ifɪn,ifʊn
i,ifɪŋ,ifʊŋ,ifɪŋ,ifʊŋ
i,ifɪp,ifʊp,ifɪp,ifʊp
i,ifɪt,ifʊt,ifɪt,ifʊt
i,ifɪk,ifʊk,ifɪk,ifʊk
i,ifɪb,ifʊb,ifɪb,ifʊb
i,ifɪd,ifʊd,ifɪd,ifʊd
i,ifɪg,ifʊg,ifɪg,ifʊg
i,ifɪf,ifʊf,ifɪf,ifʊf
i,ifɪs,ifʊs,ifɪs,ifʊs
i,ifɪv,ifʊv,ifɪv,ifʊv
i,ifɪz,ifʊz,ifɪz,ifʊz
i,ifɪʃ,ifʊʃ,ifɪʃ,ifʊʃ
i,ifɪʒ,ifʊʒ,ifɪʒ,ifʊʒ
i,ifɪθ,ifʊθ,ifɪθ,ifʊθ
i,ifɪð,ifʊð,ifɪð,ifʊð
i,ifɛm,ifɔm,ifɛm,ifɔm
i,ifɛn,ifɔn,ifɛn,ifɔn
i,ifɛŋ,ifɔŋ,ifɛŋ,ifɔŋ
i,ifɛp,ifɔp,ifɛp,ifɔp
i,ifɛt,ifɔt,ifɛt,ifɔt
i,ifɛk,ifɔk,ifɛk,ifɔk
i,ifɛb,ifɔb,ifɛb,ifɔb
i,ifɛd,ifɔd,ifɛd,ifɔd
i,ifɛg,ifɔg,ifɛg,ifɔg
i,ifɛf,ifɔf,ifɛf,ifɔf
i,ifɛs,ifɔs,ifɛs,ifɔs
i,ifɛv,ifɔv,ifɛv,ifɔv
